Cluster	ID	Description	A	B	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio	gene_symbol
NCoR1_SMRT_Uns_CpG	mmu05135	Yersinia infection	39	701	134/8890	2.44284234535711e-13	3.76197721184995e-11	2.30141463062591e-11	22325/57257/18717/14682/18710/74117/19229/18707/215280/68089/16193/242687/216799/14281/16476/76709/19354/66713/54126/26416/23880/22034/29857/18033/26419/16402/54483/21898/26399/14083/16822/140580/108100/23797/18018/12675/268973/16401/18019	39	0.0556348074179743	Vav2/Vav3/Pip5k1c/Gnaq/Pik3r3/Actr3/Ptk2b/Pik3cd/Wipf1/Arpc4/Il6/Wasf2/Nlrp3/Fos/Jun/Arpc2/Rac2/Actr2/Arhgef7/Mapk14/Fyb/Traf6/Mapk12/Nfkb1/Mapk8/Itga5/Mefv/Tlr4/Map2k6/Ptk2/Lcp2/Elmo1/Baiap2/Akt3/Nfatc1/Chuk/Nlrc4/Itga4/Nfatc2/
NCoR1_SMRT_Uns_CpG	mmu04666	Fc gamma R-mediated phagocytosis	30	701	92/8890	5.95630360773806e-12	6.11513837061107e-10	3.74097665187759e-10	22325/57257/18783/227753/18717/18710/67916/74117/18707/68089/18751/17096/17118/19012/242687/246256/76709/22323/20963/19354/66713/14129/13196/211914/23797/16331/19264/20259/17969/18479	30	0.0427960057061341	Vav2/Vav3/Pla2g4a/Gsn/Pip5k1c/Pik3r3/Plpp3/Actr3/Pik3cd/Arpc4/Prkcb/Lyn/Marcks/Plpp1/Wasf2/Fcgr4/Arpc2/Vasp/Syk/Rac2/Actr2/Fcgr1/Asap1/Asap2/Akt3/Inpp5d/Ptprc/Scin/Ncf1/Pak1/
NCoR1_SMRT_Uns_CpG	mmu05167	Kaposi sarcoma-associated herpesvirus infection	49	701	225/8890	3.18579040662568e-11	2.45305861310177e-09	1.50067495469999e-09	20848/15974/22190/18710/12770/12367/18707/16193/240095/17096/16451/14281/16476/20846/16438/20963/19055/26416/13557/74603/29857/18033/16439/26419/320207/54720/15976/328572/15979/26399/18591/12315/23797/18018/12768/12675/14702/20310/17869/30955/14693/12912/17164/18019/15251/142980/12771/16195/12774	49	0.0699001426533524	Stat3/Ifnab/Ubc/Pik3r3/Ccr1l1/Casp3/Pik3cd/Il6/H2-M5/Lyn/Jak1/Fos/Jun/Stat1/Itpr1/Syk/Ppp3ca/Mapk14/E2f3/Cd200r3/Mapk12/Nfkb1/Itpr2/Mapk8/Pik3r5/Rcan1/Ifnar2/Ep300/Ifngr1/Map2k6/Pdgfb/Calm3/Akt3/Nfatc1/Ccr1/Chuk/Gng2/Cxcl2/Myc/Pik3cg/Gnb2/Creb1/Mapkapk2/Nfatc2/Hif1a/Tlr3/Ccr3/Il6st/Ccr5/
NCoR1_SMRT_Uns_CpG	mmu04810	Regulation of actin cytoskeleton	45	701	220/8890	1.78046422426374e-09	1.09676596214646e-07	6.70953886617284e-08	22325/18481/57257/12671/227753/16419/18717/544963/18710/241226/13367/74117/18707/67268/68089/109700/29875/77579/242687/16398/76709/17931/19354/66713/54126/67938/18718/50884/16402/22330/16410/14083/108100/18591/16421/11789/17532/237860/30938/16416/16401/20259/109711/14182/18479	45	0.0641940085592011	Vav2/Pak3/Vav3/Chrm3/Gsn/Itgb5/Pip5k1c/Iqgap2/Pik3r3/Itga8/Diaph1/Actr3/Pik3cd/Myl12a/Arpc4/Itga1/Iqgap1/Myh10/Wasf2/Itga2/Arpc2/Ppp1r12a/Rac2/Actr2/Arhgef7/Myl12b/Pip4k2a/Nckap1/Itga5/Vcl/Itgav/Ptk2/Baiap2/Pdgfb/Itgb7/Apc/Mras/Ssh2/Fgd3/Itgb3/Itga4/Scin/Actn1/Fgfr1/Pak1/
NCoR1_SMRT_Uns_CpG	mmu04510	Focal adhesion	42	701	201/8890	3.21336617821717e-09	1.64952797148481e-07	1.00910972965065e-07	22325/18481/57257/16419/18717/107746/18710/241226/13367/18707/67268/109700/18751/16398/16773/16476/19211/17931/22323/19354/11855/67938/18607/12826/26419/16402/22330/21894/20750/16410/12444/14083/17295/81877/18591/16421/23797/16416/16401/109711/57342/18479	42	0.0599144079885877	Vav2/Pak3/Vav3/Itgb5/Pip5k1c/Rapgef1/Pik3r3/Itga8/Diaph1/Pik3cd/Myl12a/Itga1/Prkcb/Itga2/Lama2/Jun/Pten/Ppp1r12a/Vasp/Rac2/Arhgap5/Myl12b/Pdpk1/Col4a1/Mapk8/Itga5/Vcl/Tln1/Spp1/Itgav/Ccnd2/Ptk2/Met/Tnxb/Pdgfb/Itgb7/Akt3/Itgb3/Itga4/Actn1/Parva/Pak1/
NCoR1_SMRT_Uns_CpG	mmu04625	C-type lectin receptor signaling pathway	29	701	112/8890	6.02729551510085e-09	2.65201002664437e-07	1.62238480782414e-07	18710/20299/18707/16193/216799/16476/20846/16438/20963/19055/26416/29857/18033/16439/26419/13655/69810/53859/56760/12315/17532/23797/18018/12675/17164/13654/208650/18019/18479	29	0.0413694721825963	Pik3r3/Ccl22/Pik3cd/Il6/Nlrp3/Jun/Stat1/Itpr1/Syk/Ppp3ca/Mapk14/Mapk12/Nfkb1/Itpr2/Mapk8/Egr3/Clec4b1/Map3k14/Clec1b/Calm3/Mras/Akt3/Nfatc1/Chuk/Mapkapk2/Egr2/Cblb/Nfatc2/Pak1/
NCoR1_SMRT_Uns_CpG	mmu04662	B cell receptor signaling pathway	24	701	81/8890	6.98573087890455e-09	2.68950638837825e-07	1.64532345700515e-07	22325/57257/18710/18707/18751/17096/26377/232801/14281/16476/12520/20963/19354/19055/18033/23797/18726/18018/12675/16331/14728/108723/18019/68713	24	0.0342368045649073	Vav2/Vav3/Pik3r3/Pik3cd/Prkcb/Lyn/Dapp1/Lilra5/Fos/Jun/Cd81/Syk/Rac2/Ppp3ca/Nfkb1/Akt3/Lilra6/Nfatc1/Chuk/Inpp5d/Lilrb4a/Card11/Nfatc2/Ifitm1/
NCoR1_SMRT_Uns_CpG	mmu05161	Hepatitis B	35	701	163/8890	3.26270602569594e-08	1.1165705065715e-06	6.83069448654472e-07	20848/15974/18710/231991/21813/12367/19229/18707/16193/18751/16451/14281/16476/20846/26416/13557/22034/29857/18033/26419/13655/14103/11783/328572/21898/26399/23797/18018/12675/22631/17869/12912/13654/18019/142980	35	0.0499286733238231	Stat3/Ifnab/Pik3r3/Creb5/Tgfbr2/Casp3/Ptk2b/Pik3cd/Il6/Prkcb/Jak1/Fos/Jun/Stat1/Mapk14/E2f3/Traf6/Mapk12/Nfkb1/Mapk8/Egr3/Fasl/Apaf1/Ep300/Tlr4/Map2k6/Akt3/Nfatc1/Chuk/Ywhaz/Myc/Creb1/Egr2/Nfatc2/Tlr3/
NCoR1_SMRT_Uns_CpG	mmu05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	24	701	88/8890	4.19610051618957e-08	1.29239895898639e-06	7.90633676208351e-07	20848/74481/18710/78798/18707/16451/14281/16476/19211/20846/19055/26416/22034/29857/18033/15980/21898/15979/26399/23797/18018/12675/18019/15251	24	0.0342368045649073	Stat3/Batf2/Pik3r3/Eml4/Pik3cd/Jak1/Fos/Jun/Pten/Stat1/Ppp3ca/Mapk14/Traf6/Mapk12/Nfkb1/Ifngr2/Tlr4/Ifngr1/Map2k6/Akt3/Nfatc1/Chuk/Nfatc2/Hif1a/
NCoR1_SMRT_Uns_CpG	mmu04660	T cell receptor signaling pathway	26	701	103/8890	6.49477451955246e-08	1.81853686547469e-06	1.11250204688985e-06	22325/18481/57257/13383/18710/18707/14281/16476/19055/26416/18607/29857/18033/26419/53859/16822/23797/18018/12675/19264/12477/208650/108723/18019/18479/17974	26	0.0370898716119829	Vav2/Pak3/Vav3/Dlg1/Pik3r3/Pik3cd/Fos/Jun/Ppp3ca/Mapk14/Pdpk1/Mapk12/Nfkb1/Mapk8/Map3k14/Lcp2/Akt3/Nfatc1/Chuk/Ptprc/Ctla4/Cblb/Card11/Nfatc2/Pak1/Nck2/
NCoR1_SMRT_Uns_CpG	mmu05205	Proteoglycans in cancer	39	701	205/8890	1.71306936105872e-07	4.39687802671739e-06	2.68981943534659e-06	22325/57257/16419/12402/20848/18710/12367/18707/18751/19206/29875/16398/14370/16438/17931/26416/18607/29857/16439/16402/14103/14362/21898/16410/14083/17295/17532/23797/108058/17869/16416/12505/15163/22160/387140/109676/14182/15251/18479	39	0.0556348074179743	Vav2/Vav3/Itgb5/Cbl/Stat3/Pik3r3/Casp3/Pik3cd/Prkcb/Ptch1/Iqgap1/Itga2/Fzd8/Itpr1/Ppp1r12a/Mapk14/Pdpk1/Mapk12/Itpr2/Itga5/Fasl/Fzd1/Tlr4/Itgav/Ptk2/Met/Mras/Akt3/Camk2d/Myc/Itgb3/Cd44/Hcls1/Twist1/Mir21a/Ank2/Fgfr1/Hif1a/Pak1/
NCoR1_SMRT_Uns_CpG	mmu05202	Transcriptional misregulation in cancer	41	701	223/8890	2.18457550209646e-07	5.17576349727469e-06	3.1663078127552e-06	17125/70439/67603/12053/18124/107951/21813/15182/16193/14030/18647/11920/108829/14011/18854/70122/13714/14129/17355/80859/19016/208266/18033/268996/12444/14083/214162/17295/16178/17260/16421/12394/22029/20683/17869/140780/20185/13876/14255/19696/382523	41	0.0584878744650499	Smad1/Taf15/Dusp6/Bcl6/Nr4a3/Cdk9/Tgfbr2/Hdac2/Il6/Ewsr1/Cdk14/Atm/Jmjd1c/Etv6/Pml/Mllt3/Elk4/Fcgr1/Aff1/Nfkbiz/Pparg/Dot1l/Nfkb1/Ss18/Ccnd2/Ptk2/Kmt2a/Met/Il1r2/Mef2c/Itgb7/Runx1/Traf1/Sp1/Myc/Bmp2k/Ncor1/Erg/Flt3/Rel/Gm12260/
NCoR1_SMRT_Uns_CpG	mmu04611	Platelet activation	27	701	124/8890	9.17530188975664e-07	2.01856641574646e-05	1.23487145734319e-05	19224/18783/14682/18710/18707/67268/14683/17096/16398/70839/16438/17931/22323/20963/67938/26416/29857/16439/320207/21894/16822/20619/23797/30955/16416/18759/109305	27	0.0385164051355207	Ptgs1/Pla2g4a/Gnaq/Pik3r3/Pik3cd/Myl12a/Gnas/Lyn/Itga2/P2ry12/Itpr1/Ppp1r12a/Vasp/Syk/Myl12b/Mapk14/Mapk12/Itpr2/Pik3r5/Tln1/Lcp2/Snap23/Akt3/Pik3cg/Itgb3/Prkci/Orai1/
NCoR1_SMRT_Uns_CpG	mmu05163	Human cytomegalovirus infection	43	701	256/8890	1.44962463075401e-06	2.97656257514824e-05	1.82093199231557e-05	14682/20848/15974/18710/231991/12770/12367/19229/18707/16193/14683/18751/240095/16451/16438/19354/19055/26416/13557/29857/18033/16439/75547/14103/26399/16410/19219/14083/12315/23797/18018/12768/12675/20683/14702/17869/16416/14693/12912/18019/19744/12771/12774	43	0.0613409415121255	Gnaq/Stat3/Ifnab/Pik3r3/Creb5/Ccr1l1/Casp3/Ptk2b/Pik3cd/Il6/Gnas/Prkcb/H2-M5/Jak1/Itpr1/Rac2/Ppp3ca/Mapk14/E2f3/Mapk12/Nfkb1/Itpr2/Akap13/Fasl/Map2k6/Itgav/Ptger4/Ptk2/Calm3/Akt3/Nfatc1/Ccr1/Chuk/Sp1/Gng2/Myc/Itgb3/Gnb2/Creb1/Nfatc2/Rheb/Ccr3/Ccr5/
NCoR1_SMRT_Uns_CpG	mmu04668	TNF signaling pathway	25	701	113/8890	1.70072333286359e-06	3.27389241576241e-05	2.00282550383278e-05	16878/18710/231991/26408/12367/18707/16193/16477/13614/14281/16476/26416/29857/16168/18033/26419/53859/21929/26399/23797/22029/12675/20310/17387/12912	25	0.0356633380884451	Lif/Pik3r3/Creb5/Map3k5/Casp3/Pik3cd/Il6/Junb/Edn1/Fos/Jun/Mapk14/Mapk12/Il15/Nfkb1/Mapk8/Map3k14/Tnfaip3/Map2k6/Akt3/Traf1/Chuk/Cxcl2/Mmp14/Creb1/
NCoR1_SMRT_Uns_CpG	mmu05132	Salmonella infection	42	701	253/8890	2.63114895081253e-06	4.76702280500152e-05	2.91625797025042e-05	18481/12367/74117/271457/18707/11308/67268/68089/16193/216799/17087/14281/16476/76709/192656/16573/66713/67938/66482/26416/17281/22034/29857/18033/26419/50884/226421/21898/26399/140580/23797/66616/12675/268973/11841/19264/17869/30955/170625/15519/234686/18479	42	0.0599144079885877	Pak3/Casp3/Actr3/Rab5a/Pik3cd/Abi1/Myl12a/Arpc4/Il6/Nlrp3/Ly96/Fos/Jun/Arpc2/Ripk2/Kif5b/Actr2/Myl12b/Exoc2/Mapk14/Fyco1/Traf6/Mapk12/Nfkb1/Mapk8/Nckap1/Rab7b/Tlr4/Map2k6/Elmo1/Akt3/Snx9/Chuk/Nlrc4/Arf2/Ptprc/Myc/Pik3cg/Snx18/Hsp90aa1/Fhod1/Pak1/
NCoR1_SMRT_Uns_CpG	mmu04659	Th17 cell differentiation	23	701	104/8890	4.43649964358062e-06	7.59134383457128e-05	4.64405518246158e-05	20848/21813/16180/16193/16451/14281/16476/20846/19055/26416/11622/29857/18033/26419/15980/15979/12394/18018/12675/15519/18019/15251/16195	23	0.0328102710413695	Stat3/Tgfbr2/Il1rap/Il6/Jak1/Fos/Jun/Stat1/Ppp3ca/Mapk14/Ahr/Mapk12/Nfkb1/Mapk8/Ifngr2/Ifngr1/Runx1/Nfatc1/Chuk/Hsp90aa1/Nfatc2/Hif1a/Il6st/
NCoR1_SMRT_Uns_CpG	mmu04151	PI3K-Akt signaling pathway	53	701	359/8890	5.19920743452621e-06	8.42818889386354e-05	5.156000724544e-05	16419/15974/170755/18710/231991/56484/241226/18707/15370/16193/109700/67168/16398/16451/16773/56716/19211/98432/20963/20393/18607/18033/12826/320207/71978/16402/14103/74370/20750/15976/21898/16410/12444/14083/17295/81877/18591/16421/23797/17210/12675/14702/22631/17869/30955/16416/14693/12912/14255/16401/15519/14182/19744	53	0.0756062767475036	Itgb5/Ifnab/Sgk3/Pik3r3/Creb5/Foxo3/Itga8/Pik3cd/Nr4a1/Il6/Itga1/Lpar6/Itga2/Jak1/Lama2/Mlst8/Pten/Phlpp1/Syk/Sgk1/Pdpk1/Nfkb1/Col4a1/Pik3r5/Ppp2r2a/Itga5/Fasl/Rptor/Spp1/Ifnar2/Tlr4/Itgav/Ccnd2/Ptk2/Met/Tnxb/Pdgfb/Itgb7/Akt3/Mcl1/Chuk/Gng2/Ywhaz/Myc/Pik3cg/Itgb3/Gnb2/Creb1/Flt3/Itga4/Hsp90aa1/Fgfr1/Rheb/
NCoR1_SMRT_Uns_CpG	mmu04062	Chemokine signaling pathway	34	701	192/8890	5.67342473594383e-06	8.7370740933535e-05	5.34496330386287e-05	22325/57257/14682/20848/18710/56484/12770/20299/19229/18707/18751/12458/17096/12772/20846/19354/17329/18033/320207/14083/56221/140580/23797/12768/12675/14702/20310/30955/14693/110355/17969/18479/12771/12774	34	0.0485021398002853	Vav2/Vav3/Gnaq/Stat3/Pik3r3/Foxo3/Ccr1l1/Ccl22/Ptk2b/Pik3cd/Prkcb/Ccr6/Lyn/Ccr2/Stat1/Rac2/Cxcl9/Nfkb1/Pik3r5/Ptk2/Ccl24/Elmo1/Akt3/Ccr1/Chuk/Gng2/Cxcl2/Pik3cg/Gnb2/Grk2/Ncf1/Pak1/Ccr3/Ccr5/
NCoR1_SMRT_Uns_CpG	mmu05165	Human papillomavirus infection	53	701	362/8890	6.66045214120958e-06	9.76866314044072e-05	5.9760447783284e-05	101206/245000/73834/16419/15974/13383/18710/231991/241226/12367/15182/18707/109700/14683/18129/240095/11984/11920/16398/16451/16773/14370/11975/19211/20846/19179/19664/18033/12826/71978/16402/14103/20750/15976/328572/14362/16410/12444/19219/14083/81877/16421/11789/23797/12675/16416/12912/66237/16401/12005/18759/19744/142980	53	0.0756062767475036	Tada3/Atr/Atp6v1d/Itgb5/Ifnab/Dlg1/Pik3r3/Creb5/Itga8/Casp3/Hdac2/Pik3cd/Itga1/Gnas/Notch2/H2-M5/Atp6v0c/Atm/Itga2/Jak1/Lama2/Fzd8/Atp6v0a1/Pten/Stat1/Psmc1/Rbpj/Nfkb1/Col4a1/Ppp2r2a/Itga5/Fasl/Spp1/Ifnar2/Ep300/Fzd1/Itgav/Ccnd2/Ptger4/Ptk2/Tnxb/Itgb7/Apc/Akt3/Chuk/Itgb3/Creb1/Atp6v1g2/Itga4/Axin1/Prkci/Rheb/Tlr3/
NCoR1_SMRT_Uns_CpG	mmu05152	Tuberculosis	32	701	180/8890	9.80689096614785e-06	0.00013729647352607	8.39920326765773e-05	15974/12367/271457/16193/11984/12611/16451/246256/11975/20846/192656/20963/19055/14129/13040/26416/22034/29857/18033/26419/15980/11783/328572/21898/15979/12265/12315/23797/108058/12912/108960/12721	32	0.0456490727532097	Ifnab/Casp3/Rab5a/Il6/Atp6v0c/Cebpg/Jak1/Fcgr4/Atp6v0a1/Stat1/Ripk2/Syk/Ppp3ca/Fcgr1/Ctss/Mapk14/Traf6/Mapk12/Nfkb1/Mapk8/Ifngr2/Apaf1/Ep300/Tlr4/Ifngr1/Ciita/Calm3/Akt3/Camk2d/Creb1/Irak2/Coro1a/
NCoR1_SMRT_Uns_CpG	mmu04670	Leukocyte transendothelial migration	24	701	118/8890	1.27338581621714e-05	0.000170522970171686	0.000104318563433807	22325/57257/12388/18710/19229/18707/67268/18751/17972/22323/19354/171486/11855/67938/26416/29857/22330/12385/14083/12737/16401/18417/109711/17969	24	0.0342368045649073	Vav2/Vav3/Ctnnd1/Pik3r3/Ptk2b/Pik3cd/Myl12a/Prkcb/Ncf4/Vasp/Rac2/Cd99l2/Arhgap5/Myl12b/Mapk14/Mapk12/Vcl/Ctnna1/Ptk2/Cldn1/Itga4/Cldn11/Actn1/Ncf1/
NCoR1_SMRT_Uns_CpG	mmu05140	Leishmaniasis	17	701	70/8890	2.14909546908059e-05	0.000275800585198676	0.000168722846037467	18751/17972/16451/246256/14281/16476/20846/14129/26416/22034/29857/18033/15980/21898/15979/16401/17969	17	0.0242510699001427	Prkcb/Ncf4/Jak1/Fcgr4/Fos/Jun/Stat1/Fcgr1/Mapk14/Traf6/Mapk12/Nfkb1/Ifngr2/Tlr4/Ifngr1/Itga4/Ncf1/
NCoR1_SMRT_Uns_CpG	mmu04620	Toll-like receptor signaling pathway	21	701	100/8890	2.65433775340575e-05	0.000316601695682137	0.000193683197290166	15974/18710/18707/16193/17087/14281/16476/20846/17329/26416/22034/29857/18033/26419/20750/15976/21898/26399/23797/12675/142980	21	0.0299572039942939	Ifnab/Pik3r3/Pik3cd/Il6/Ly96/Fos/Jun/Stat1/Cxcl9/Mapk14/Traf6/Mapk12/Nfkb1/Mapk8/Spp1/Ifnar2/Tlr4/Map2k6/Akt3/Chuk/Tlr3/
NCoR1_SMRT_Uns_CpG	mmu04068	FoxO signaling pathway	25	701	131/8890	2.67261171679726e-05	0.000316601695682137	0.000193683197290166	19079/12053/20848/170755/18710/21813/56484/108097/18707/16193/20656/11920/14816/19211/20393/26416/18607/29857/26419/14103/328572/12444/67526/23797/12675	25	0.0356633380884451	Prkab1/Bcl6/Stat3/Sgk3/Pik3r3/Tgfbr2/Foxo3/Prkab2/Pik3cd/Il6/Sod2/Atm/Grm1/Pten/Sgk1/Mapk14/Pdpk1/Mapk12/Mapk8/Fasl/Ep300/Ccnd2/Atg12/Akt3/Chuk/
NCoR1_SMRT_Uns_CpG	mmu05145	Toxoplasmosis	22	701	110/8890	3.81674105794099e-05	0.000421095651362529	0.000257608071065935	20848/12367/16451/16773/17087/20846/26416/18607/22034/29857/18033/26419/320207/15980/21898/15979/26399/12265/23797/12675/30955/12774	22	0.0313837375178317	Stat3/Casp3/Jak1/Lama2/Ly96/Stat1/Mapk14/Pdpk1/Traf6/Mapk12/Nfkb1/Mapk8/Pik3r5/Ifngr2/Tlr4/Ifngr1/Map2k6/Ciita/Akt3/Chuk/Pik3cg/Ccr5/
NCoR1_SMRT_Uns_CpG	mmu04664	Fc epsilon RI signaling pathway	16	701	66/8890	3.8281422851139e-05	0.000421095651362529	0.000257608071065935	22325/57257/18783/18710/18707/17096/20963/19354/26416/18607/29857/26419/26399/16822/23797/16331	16	0.0228245363766049	Vav2/Vav3/Pla2g4a/Pik3r3/Pik3cd/Lyn/Syk/Rac2/Mapk14/Pdpk1/Mapk12/Mapk8/Map2k6/Lcp2/Akt3/Inpp5d/
NCoR1_SMRT_Uns_CpG	mmu04010	MAPK signaling pathway	43	701	294/8890	5.11761871547453e-05	0.000543526401505571	0.000332505898391993	18783/67603/225028/21813/26408/26921/12367/16180/15370/18751/19252/14281/16476/13714/19354/19055/114713/26416/22034/29857/18033/26419/19418/14103/53859/26399/17295/17260/18591/235584/17532/23797/18018/12675/17869/330177/26411/14255/17164/63953/26407/14182/18479	43	0.0613409415121255	Pla2g4a/Dusp6/Map4k3/Tgfbr2/Map3k5/Map4k4/Casp3/Il1rap/Nr4a1/Prkcb/Dusp1/Fos/Jun/Elk4/Rac2/Ppp3ca/Rasa2/Mapk14/Traf6/Mapk12/Nfkb1/Mapk8/Rasgrf2/Fasl/Map3k14/Map2k6/Met/Mef2c/Pdgfb/Dusp7/Mras/Akt3/Nfatc1/Chuk/Myc/Taok3/Map4k1/Flt3/Mapkapk2/Dusp10/Map3k4/Fgfr1/Pak1/
NCoR1_SMRT_Uns_CpG	mmu05170	Human immunodeficiency virus 1 infection	37	701	240/8890	5.53731572176625e-05	0.000568497747434668	0.000347782285682862	18481/245000/14682/15974/18710/321006/12367/19229/18707/18751/240095/11920/14281/16476/16438/19354/19055/26416/22034/29857/18033/16439/26419/14103/21898/26399/14083/12315/252903/23797/18018/12675/14702/14693/18019/18479/12774	37	0.0527817403708987	Pak3/Atr/Gnaq/Ifnab/Pik3r3/Dcaf1/Casp3/Ptk2b/Pik3cd/Prkcb/H2-M5/Atm/Fos/Jun/Itpr1/Rac2/Ppp3ca/Mapk14/Traf6/Mapk12/Nfkb1/Itpr2/Mapk8/Fasl/Tlr4/Map2k6/Ptk2/Calm3/Ap1s3/Akt3/Nfatc1/Chuk/Gng2/Gnb2/Nfatc2/Pak1/Ccr5/
NCoR1_SMRT_Uns_CpG	mmu04650	Natural killer cell mediated cytotoxicity	23	701	121/8890	5.93687253579663e-05	0.000589857013233988	0.000360848958882036	22325/20400/57257/15974/18710/12367/19229/18707/18751/246256/20963/19354/19055/15980/14103/15976/15979/16822/18018/18106/24055/18019/18479	23	0.0328102710413695	Vav2/Sh2d1a/Vav3/Ifnab/Pik3r3/Casp3/Ptk2b/Pik3cd/Prkcb/Fcgr4/Syk/Rac2/Ppp3ca/Ifngr2/Fasl/Ifnar2/Ifngr1/Lcp2/Nfatc1/Cd244a/Sh3bp2/Nfatc2/Pak1/
NCoR1_SMRT_Uns_CpG	mmu05231	Choline metabolism in cancer	20	701	98/8890	6.31305856611577e-05	0.000598538130110349	0.000366159689985484	18783/18717/18710/67916/18707/18751/19012/242687/14281/16476/19354/18607/26419/242259/18591/23797/20683/100434/15251/19744	20	0.0285306704707561	Pla2g4a/Pip5k1c/Pik3r3/Plpp3/Pik3cd/Prkcb/Plpp1/Wasf2/Fos/Jun/Rac2/Pdpk1/Mapk8/Slc44a5/Pdgfb/Akt3/Sp1/Slc44a1/Hif1a/Rheb/
NCoR1_SMRT_Uns_CpG	mmu05418	Fluid shear stress and atherosclerosis	26	701	146/8890	6.4129085368966e-05	0.000598538130110349	0.000366159689985484	11481/18710/26408/15368/18707/19252/13614/14281/16476/19354/26416/29857/18033/26419/26399/16410/14083/16178/17260/18591/12315/23797/12675/16416/15519/17969	26	0.0370898716119829	Acvr2b/Pik3r3/Map3k5/Hmox1/Pik3cd/Dusp1/Edn1/Fos/Jun/Rac2/Mapk14/Mapk12/Nfkb1/Mapk8/Map2k6/Itgav/Ptk2/Il1r2/Mef2c/Pdgfb/Calm3/Akt3/Chuk/Itgb3/Hsp90aa1/Ncf1/
NCoR1_SMRT_Uns_CpG	mmu05100	Bacterial invasion of epithelial cells	17	701	76/8890	6.66004614570496e-05	0.000603321827316802	0.000369086148631947	12402/52398/18710/74117/18707/24050/68089/242687/76709/66713/16402/22330/12385/14083/17295/140580/15163	17	0.0242510699001427	Cbl/Sept11/Pik3r3/Actr3/Pik3cd/Sept3/Arpc4/Wasf2/Arpc2/Actr2/Itga5/Vcl/Ctnna1/Ptk2/Met/Elmo1/Hcls1/
NCoR1_SMRT_Uns_CpG	mmu05222	Small cell lung cancer	19	701	93/8890	9.42849173661905e-05	0.000829707272822476	0.000507578953640544	14198/18710/12367/18707/16398/16773/19211/13557/22034/18033/12826/218772/11783/16410/14083/23797/22029/12675/17869	19	0.0271041369472183	Fhit/Pik3r3/Casp3/Pik3cd/Itga2/Lama2/Pten/E2f3/Traf6/Nfkb1/Col4a1/Rarb/Apaf1/Itgav/Ptk2/Akt3/Traf1/Chuk/Myc/
NCoR1_SMRT_Uns_CpG	mmu04933	AGE-RAGE signaling pathway in diabetic complications	20	701	101/8890	9.84388120777433e-05	0.000842198725554026	0.000515220683096961	20848/18710/21813/12367/13367/18707/16193/18751/13614/16476/20846/26416/29857/18033/12826/26419/14066/72469/23797/18018	20	0.0285306704707561	Stat3/Pik3r3/Tgfbr2/Casp3/Diaph1/Pik3cd/Il6/Prkcb/Edn1/Jun/Stat1/Mapk14/Mapk12/Nfkb1/Col4a1/Mapk8/F3/Plcd3/Akt3/Nfatc1/
NCoR1_SMRT_Uns_CpG	mmu05142	Chagas disease	20	701	103/8890	0.00013077692756199	0.00108862955916468	0.000665976387869026	14682/18710/21813/18707/16193/14683/14281/16476/26416/22034/29857/18033/26419/71978/15980/14103/21898/15979/23797/12675	20	0.0285306704707561	Gnaq/Pik3r3/Tgfbr2/Pik3cd/Il6/Gnas/Fos/Jun/Mapk14/Traf6/Mapk12/Nfkb1/Mapk8/Ppp2r2a/Ifngr2/Fasl/Tlr4/Ifngr1/Akt3/Chuk/
NCoR1_SMRT_Uns_CpG	mmu04015	Rap1 signaling pathway	33	701	214/8890	0.000137804397633609	0.00111045679223046	0.000679329343162176	22325/57257/14682/12388/107746/18710/18707/14683/18751/18760/14026/22323/244668/19354/26416/23880/238130/29857/21894/26399/17295/16822/217692/18591/12315/17532/23797/75292/16416/192786/74206/18759/14182	33	0.0470756062767475	Vav2/Vav3/Gnaq/Ctnnd1/Rapgef1/Pik3r3/Pik3cd/Gnas/Prkcb/Prkd1/Evl/Vasp/Sipa1l2/Rac2/Mapk14/Fyb/Dock4/Mapk12/Tln1/Map2k6/Met/Lcp2/Sipa1l1/Pdgfb/Calm3/Mras/Akt3/Prkd3/Itgb3/Rapgef6/Sipa1l3/Prkci/Fgfr1/
NCoR1_SMRT_Uns_CpG	mmu04210	Apoptosis	24	701	136/8890	0.000140609788626584	0.00111045679223046	0.000679329343162176	18710/26408/12367/13032/18707/16906/11920/14281/16476/58801/16438/13040/18607/18033/16439/26419/14103/53859/11783/23797/22029/17210/12675/13036	24	0.0342368045649073	Pik3r3/Map3k5/Casp3/Ctsc/Pik3cd/Lmnb1/Atm/Fos/Jun/Pmaip1/Itpr1/Ctss/Pdpk1/Nfkb1/Itpr2/Mapk8/Fasl/Map3k14/Apaf1/Akt3/Traf1/Mcl1/Chuk/Ctsh/
NCoR1_SMRT_Uns_CpG	mmu04919	Thyroid hormone signaling pathway	22	701	120/8890	0.000148941003465224	0.00112824601953565	0.00069021202152044	18710/76199/15182/18707/18129/18751/56421/20846/21834/18607/53313/54720/328572/16410/72469/23797/11938/17869/20185/16416/15251/19744	22	0.0313837375178317	Pik3r3/Med13l/Hdac2/Pik3cd/Notch2/Prkcb/Pfkp/Stat1/Thrb/Pdpk1/Atp2a3/Rcan1/Ep300/Itgav/Plcd3/Akt3/Atp2a2/Myc/Ncor1/Itgb3/Hif1a/Rheb/
