seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	Clusters
chr8	125671550	125671717	168	*	Exon (ENSMUST00000053078.4/74393, exon 1 of 1)	8	125669818	125673359	3542	1	74393	ENSMUST00000053078.4	1732	ENSMUSG00000050930	Map10	microtubule-associated protein 10	NCoR1 Uns
chr8	125696212	125696379	168	*	Distal Intergenic	8	125669818	125673359	3542	1	74393	ENSMUST00000053078.4	26394	ENSMUSG00000050930	Map10	microtubule-associated protein 10	NCoR1 Uns
chr8	125699608	125699775	168	*	Distal Intergenic	8	125669818	125673359	3542	1	74393	ENSMUST00000053078.4	29790	ENSMUSG00000050930	Map10	microtubule-associated protein 10	NCoR1 Uns
chr9	40743528	40743695	168	*	Intron (ENSMUST00000139577.1/71566, intron 2 of 2)	9	40774094	40782471	8378	1	71566	ENSMUST00000134153.1	-30399	ENSMUSG00000032024	Clmp	CXADR-like membrane protein	NCoR1 Uns
chr9	40782158	40782325	168	*	Exon (ENSMUST00000034522.7/71566, exon 7 of 7)	9	40774094	40782471	8378	1	71566	ENSMUST00000134153.1	8064	ENSMUSG00000032024	Clmp	CXADR-like membrane protein	NCoR1 Uns
chr9	40784119	40784286	168	*	Exon (ENSMUST00000034522.7/71566, exon 7 of 7)	9	40774094	40782471	8378	1	71566	ENSMUST00000134153.1	10025	ENSMUSG00000032024	Clmp	CXADR-like membrane protein	NCoR1 Uns
chr9	50547934	50548101	168	*	Intron (ENSMUST00000119103.1/170752, intron 2 of 11)	9	50554827	50581840	27014	1	16173	ENSMUST00000213916.1	-6726	ENSMUSG00000039217	Il18	interleukin 18	NCoR1 Uns
chr9	50554604	50554771	168	*	Promoter	9	50554827	50581840	27014	1	16173	ENSMUST00000213916.1	-56	ENSMUSG00000039217	Il18	interleukin 18	NCoR1 Uns
chr9	58232536	58232703	168	*	Promoter	9	58218542	58233385	14844	2	18854	ENSMUST00000148628.7	682	ENSMUSG00000036986	Pml	promyelocytic leukemia	NCoR1 Uns
chr9	58246134	58246301	168	*	Intron (ENSMUST00000085673.10/18854, intron 2 of 8)	9	58247068	58249623	2556	2	18854	ENSMUST00000130459.1	3322	ENSMUSG00000036986	Pml	promyelocytic leukemia	NCoR1 Uns
chr9	73073315	73073482	168	*	Intron (ENSMUST00000184146.7/11891, intron 2 of 6)	9	73044984	73085320	40337	1	11891	ENSMUST00000184575.1	28331	ENSMUSG00000032202	Rab27a	RAB27A, member RAS oncogene family	NCoR1 Uns
chr9	96395258	96395425	168	*	Distal Intergenic	9	96332655	96364442	31788	2	11933	ENSMUST00000034983.6	-30816	ENSMUSG00000032412	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide	NCoR1 Uns
chr9	96399490	96399657	168	*	Distal Intergenic	9	96332655	96364442	31788	2	11933	ENSMUST00000034983.6	-35048	ENSMUSG00000032412	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide	NCoR1 Uns
chr9	123769552	123769719	168	*	Exon (ENSMUST00000215921.1/ENSMUST00000215921.1, exon 1 of 1)	9	123767229	123781971	14743	1	12769	ENSMUST00000168910.1	2323	ENSMUSG00000029530	Ccr9	chemokine (C-C motif) receptor 9	NCoR1 Uns
chrX	95195582	95195749	168	*	Promoter	20	95081550	95196452	114903	2	236915	ENSMUST00000200628.1	703	ENSMUSG00000025656	Arhgef9	CDC42 guanine nucleotide exchange factor (GEF) 9	NCoR1 Uns
chrX	101734011	101734178	168	*	Promoter	20	101731535	101734269	2735	2	12766	ENSMUST00000056614.6	91	ENSMUSG00000050232	Cxcr3	chemokine (C-X-C motif) receptor 3	NCoR1 Uns
chrX	101737263	101737430	168	*	Distal Intergenic	20	101731535	101734269	2735	2	12766	ENSMUST00000056614.6	-2994	ENSMUSG00000050232	Cxcr3	chemokine (C-X-C motif) receptor 3	NCoR1 Uns
chrX	101746385	101746552	168	*	Distal Intergenic	20	101731535	101734269	2735	2	12766	ENSMUST00000056614.6	-12116	ENSMUSG00000050232	Cxcr3	chemokine (C-X-C motif) receptor 3	NCoR1 Uns
chrX	101754717	101754884	168	*	Distal Intergenic	20	101731535	101734269	2735	2	12766	ENSMUST00000056614.6	-20448	ENSMUSG00000050232	Cxcr3	chemokine (C-X-C motif) receptor 3	NCoR1 Uns
