Geneid	Crtl_0h_R2	Crtl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3	Emp_CpG_6h_R1	Emp_CpG_6h_R2	Emp_Uns_R1	Emp_Uns_R2	NCoR1_CpG_6h_R1	NCoR1_CpG_6h_R2	NCoR1_Uns_R1	NCoR1_Uns_R2
2310005A03Rik	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itch	6228	7123	1876	2553	2769	2179	4861	5749	1209	1488	2874	1790	2116	2361	9640	5243	1736	1558	12211	7304
Dynlrb1	1242	1145	862	1116	900	930	796	850	773	819	794	584	1606	2066	3367	2746	2458	2088	4169	3034
Map1lc3a	48	30	54	51	38	55	31	29	72	68	60	66	150	185	144	150	164	130	216	151
Pigu	577	619	392	456	554	472	310	405	286	319	463	337	740	1103	1077	861	785	736	1253	941
Mir695	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trp53inp2	131	133	189	225	402	384	155	189	308	413	356	408	472	588	176	124	848	625	356	172
Ncoa6	1765	2019	1323	1358	1178	1230	1138	1300	1209	968	934	803	1337	970	3128	731	1916	1636	4433	1655
Ggt7	63	60	42	55	32	24	80	113	75	81	27	46	51	28	173	57	2	1	31	15
Acss2	330	253	242	252	166	147	274	308	208	214	173	158	213	182	387	333	133	87	249	208
Acss2os	0	2	0	1	2	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0
Gss	426	379	365	371	290	315	213	247	253	231	315	261	498	554	725	534	450	262	721	521
Myh7b	146	175	70	112	3	4	48	54	16	28	3	2	10	3	560	234	7	3	173	96
Mir499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpc4ap	4370	3995	2700	3158	3160	3370	2870	3578	2578	2829	3047	2642	5216	5860	7036	4475	6889	4913	8992	5369
Edem2	860	746	442	518	502	513	476	570	444	409	529	494	1026	1306	2109	1629	1554	981	1831	1135
Procr	15	10	14	16	15	15	11	20	142	141	134	134	80	94	32	36	845	419	64	46
Mmp24	3	2	3	0	0	0	0	1	0	1	0	1	3	1	0	0	12	4	2	1
BC029722	386	339	263	306	305	296	209	328	220	268	397	336	399	603	847	568	575	478	775	469
Eif6	3146	2514	3574	3571	3125	3573	1302	1608	2540	2516	2652	2686	5388	7726	4805	5333	7064	3816	3549	2690
Fam83c	0	0	1	1	1	1	2	1	3	4	2	3	3	3	1	1	15	5	0	0
Uqcc1	533	606	327	358	436	434	408	499	329	267	441	336	603	783	958	673	656	532	1297	830
Gdf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cep250	1572	1803	546	851	642	756	1364	1912	543	697	591	626	1204	614	3867	1030	982	411	3799	1598
6430550D23Rik	2	7	2	4	3	3	5	4	2	2	0	5	2	0	7	1	1	1	4	0
Ergic3	989	956	727	750	437	529	651	812	744	737	432	381	730	715	2025	1554	1115	533	2334	1769
Fer1l4	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Spag4	1	5	6	9	6	7	5	7	5	6	4	7	5	2	7	8	5	0	6	1
Cpne1	2396	2550	1443	2023	2173	2087	1433	1714	1054	1239	2028	1575	2677	3379	4357	2657	2719	2264	3743	2480
Rbm12	1337	1434	1016	1278	954	875	1190	1396	1231	1338	842	707	901	1265	2009	1466	1016	892	2550	1174
Nfs1	714	740	359	514	573	587	406	511	250	336	393	359	849	868	1226	753	820	439	1169	746
Romo1	247	234	243	323	176	335	138	139	123	182	122	198	733	867	1626	1711	1310	759	2050	1502
Rbm39	4795	6733	3572	6238	5783	4870	4520	4871	4319	5049	4922	3528	6164	5320	9498	4136	6289	4953	10599	5136
Phf20	1250	1466	711	694	1211	1022	1187	1455	881	863	1357	1173	1423	1532	2594	1455	3434	2637	3347	1679
Scand1	631	402	473	331	629	1146	393	389	390	346	362	704	1642	2187	1564	2263	3509	1929	2940	2013
Cnbd2	19	18	27	16	162	90	11	13	18	13	38	29	133	80	51	19	266	135	41	24
2900097C17Rik	2391	2764	2008	2260	3481	2933	1740	2023	2025	1939	2300	1803	2991	2605	3516	1109	3477	2271	3554	1466
Epb4.1l1	32	42	23	15	3	14	7	6	2	0	3	1	8	14	53	17	58	38	250	81
Aar2	563	520	515	425	556	549	354	400	399	402	493	401	693	920	732	588	958	679	898	515
Gm14169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlgap4	932	814	540	592	437	521	473	627	363	390	552	453	644	714	1918	957	1009	717	2111	932
4930405A21Rik	6	1	3	5	5	7	3	5	4	4	6	5	20	9	13	6	19	6	15	2
Myl9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Tgif2	52	64	59	99	37	34	46	49	65	71	42	47	47	35	68	17	57	19	70	16
5430405H02Rik	12	13	5	13	17	10	13	16	6	12	13	17	24	19	28	14	55	33	50	19
1110008F13Rik	535	522	382	383	526	595	285	350	309	325	460	589	758	1183	723	1112	1463	974	1441	1154
Sla2	0	1	1	2	0	1	0	2	2	0	2	1	2	0	2	2	1	2	1	0
Ndrg3	679	754	486	559	392	377	504	695	345	445	365	311	421	525	1779	794	336	244	1159	815
Dsn1	478	622	312	460	418	402	353	465	353	395	341	239	607	582	837	381	505	361	796	413
Soga1	107	84	128	99	51	71	206	249	285	287	96	153	322	197	442	103	391	228	569	257
Tldc2	1	2	0	0	1	1	0	1	0	0	0	1	2	0	1	0	5	0	2	0
Samhd1	5719	5254	3224	3770	4802	4509	2301	3382	1664	2075	6552	5191	7345	9257	8907	5285	16122	12834	6974	3860
Rbl1	1852	2387	941	1320	1458	1433	1719	2135	1238	1222	1741	1388	1706	1864	4297	1986	2773	2330	4066	2075
Mroh8	4	3	10	7	5	12	0	1	2	1	2	4	5	14	15	13	22	3	21	24
Rpn2	6956	6619	5724	6382	3426	4194	3737	4845	4277	4557	2844	2494	5205	6248	11423	8683	7009	4935	15645	10339
Ghrh	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Manbal	230	232	252	248	205	258	154	195	259	239	233	192	401	545	489	321	736	515	625	396
Src	3	3	11	6	12	7	6	13	47	29	16	23	37	32	13	8	70	47	9	10
Blcap	311	339	443	473	370	366	237	260	411	375	255	199	390	429	450	283	533	376	694	400
Nnat	6	10	5	15	9	17	11	6	4	8	6	5	7	5	13	0	11	2	10	4
Ctnnbl1	821	726	631	727	542	674	520	579	512	551	605	521	1141	1438	1814	1269	1136	694	1601	1067
Vstm2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tti1	486	604	267	345	433	536	380	524	277	304	403	405	697	726	1217	741	835	551	1512	798
Rprd1b	1310	1544	710	875	939	1119	888	990	601	614	782	665	1094	1280	2427	1462	1009	809	2374	1243
2010009K17Rik	2	0	1	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Tgm2	45	39	57	72	10	13	962	1206	585	742	151	121	35	83	1209	1360	26	18	476	277
D630003M21Rik	0	0	0	0	0	0	1	0	2	0	2	1	11	9	0	0	2	4	0	0
1700060C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bpi	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Lbp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Snhg17	193	381	230	428	225	274	169	212	248	224	212	201	239	52	299	26	196	65	380	87
Snhg11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
Ralgapb	2434	2721	1315	1588	1538	1498	1924	2259	1529	1544	1439	1125	1673	1780	4440	2312	1692	1382	5328	2607
Adig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Arhgap40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc32a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Actr5	301	374	224	318	249	343	202	303	219	283	240	273	496	477	521	359	849	395	619	350
Mir3474	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1
Ppp1r16b	714	654	539	422	195	299	871	1020	660	505	611	604	607	1233	2411	2093	1042	841	4953	3133
Fam83d	250	316	193	177	235	292	353	350	237	181	286	248	558	669	464	313	869	524	682	424
Dhx35	456	542	262	361	328	393	298	383	245	211	280	256	604	552	842	375	508	352	608	343
4933416E03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130015L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm826	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
Mafb	302	317	46	139	60	85	141	167	38	49	30	47	27	40	773	640	271	181	1242	762
Top1	4836	5723	9535	11623	4827	4277	2831	3441	7647	7552	4227	3218	6069	9451	11454	9746	6783	8727	11393	9244
Plcg1	188	225	94	103	76	81	81	101	43	48	39	41	111	89	273	103	114	61	344	199
Zhx3	152	173	121	115	107	128	87	111	84	110	81	64	96	117	221	84	74	61	188	89
Lpin3	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0
Emilin3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Chd6	646	862	374	529	469	487	533	653	308	425	356	293	522	343	957	354	442	332	1104	471
Ptprt	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprtos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430021M05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf6	4224	6117	3274	5092	4806	4849	3392	4082	3883	4067	4437	3565	6217	6183	6353	3331	7326	5087	7974	4151
L3mbtl1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0
Sgk2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift52	477	538	360	458	577	522	447	572	384	472	551	412	907	1010	1441	828	1042	817	1683	972
Mybl2	2712	3185	2439	3257	1805	2422	835	1053	1675	1837	846	922	3472	2840	3150	1607	6392	2904	2684	1503
Mir7003	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtsf1l	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Tox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jph2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oser1	427	456	221	287	292	286	274	392	225	285	235	185	322	331	619	436	400	347	667	405
Gdap1l1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Fitm2	82	57	67	90	77	78	27	46	37	23	49	50	64	121	74	69	75	46	74	56
2310001K24Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R3hdml	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnf4aos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnf4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttpal	598	645	671	1001	670	651	346	444	553	849	520	471	720	821	734	407	873	624	750	408
Serinc3	6944	6827	4960	6072	4837	4486	5159	6046	5199	5519	3832	2890	4572	5179	9679	5628	5461	4320	12821	6361
0610039K10Rik	4	4	5	4	14	9	2	1	4	2	4	2	3	3	1	1	9	2	2	1
Pkig	270	262	172	219	187	213	128	183	155	176	180	172	389	479	579	527	452	307	708	466
Ada	22	21	21	20	10	14	8	11	22	15	6	11	17	28	50	16	26	13	30	19
Wisp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnk15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rims4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ywhab	6015	5972	4694	5478	3781	3850	4278	5181	4483	4765	3732	3034	5846	8139	11066	9014	5269	4682	9888	6539
Pabpc1l	3	4	0	3	3	2	5	7	3	6	2	2	4	3	8	1	3	0	7	0
Tomm34	914	1155	498	811	592	612	632	855	415	532	807	658	1200	1271	2726	1342	1409	1042	2970	1571
Stk4	4673	4686	2897	3885	2271	2315	3163	3803	2740	3535	2333	1787	4070	5107	8180	5029	6034	5698	9998	5364
Kcns1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Wfdc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Wfdc15a	0	3	4	3	1	2	3	2	4	3	2	2	0	0	5	4	17	17	29	33
Wfdc15b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs2	0	0	0	1	2	0	0	0	0	0	1	0	3	1	0	0	1	0	0	0
Svs3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slpi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matn4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Rbpjl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdc4	4	3	495	970	104	237	2	0	310	606	47	59	228	360	3	2	1527	1442	7	8
Sys1	729	624	577	595	729	884	329	381	419	425	390	419	995	1641	1101	1443	1836	1283	1430	1221
Trp53tg5	2	3	0	3	7	9	1	2	3	3	5	7	4	4	5	1	8	3	2	2
Dbndd2	199	158	116	130	89	101	92	133	74	93	48	50	133	197	418	366	128	72	189	147
Pigt	1806	1585	1282	1360	940	1252	1037	1251	967	1107	893	818	1525	1846	3000	2356	2258	1507	4286	2426
Wfdc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spint3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eppin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spint4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Spint5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dnttip1	494	529	375	455	410	447	325	410	312	367	325	296	710	755	1222	694	978	640	1032	784
Ube2c	2728	2553	1728	2086	1807	2014	2211	2181	2066	1850	1796	1305	3180	4242	4687	3795	3373	2111	5086	3106
Tnnc2	4	3	1	3	4	5	7	6	2	3	3	3	5	3	7	5	8	1	8	4
Snx21	84	91	68	76	80	82	55	70	87	94	39	38	61	62	166	122	413	240	169	101
Acot8	340	367	267	313	308	337	224	221	175	200	197	190	545	461	718	533	877	405	942	558
Zswim3	142	138	74	67	150	159	140	141	69	48	128	87	149	168	224	157	195	138	250	137
Zswim1	250	246	142	150	212	263	137	138	89	90	131	128	346	428	498	321	295	263	446	266
Spata25	2	0	0	1	0	0	0	0	0	0	5	3	0	0	1	0	1	0	1	0
Neurl2	12	14	4	10	28	26	2	8	4	9	27	27	20	10	15	8	20	8	15	8
Ctsa	3241	3107	2780	2776	3368	3384	1233	1564	1362	1581	1265	1166	2794	2517	3878	2620	5198	3469	7398	4599
Pltp	3	2	2	1	15	19	48	87	90	88	441	440	31	56	2	6	491	330	76	67
Pcif1	878	814	626	608	646	812	718	776	664	664	725	720	1248	1194	1502	996	1827	1061	1868	1236
Zfp335	982	1021	686	871	833	917	767	930	721	792	695	616	947	633	1259	401	1296	658	1543	708
Mmp9	292	183	136	111	19	29	3176	4913	1620	2413	205	225	22	42	562	958	2305	1104	13322	5901
Slc12a5	62	131	41	74	28	20	61	78	47	67	10	18	14	5	62	14	56	14	264	69
Ncoa5	1099	1175	1422	1640	1308	1498	739	874	2075	2140	1231	1193	2172	2306	1760	1277	2640	1762	1901	1071
Cd40	897	425	9147	9062	7956	9795	550	596	14118	15153	8040	7296	14783	16418	538	399	33306	20249	865	510
1700025C18Rik	0	0	2	2	2	3	0	0	0	0	0	0	0	1	0	0	1	2	0	0
Cdh22	9	6	2	6	0	1	3	1	0	0	1	0	0	0	4	3	1	1	6	5
Slc35c2	2717	2747	1123	1589	565	741	2114	2744	960	1218	907	840	812	1012	4674	3226	1391	892	6456	3659
Elmo2	1833	2008	557	751	626	706	1241	1564	366	414	409	379	853	729	4095	1848	1344	805	5646	2889
Zfp663	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zfp334	25	25	23	20	16	16	91	100	62	58	48	49	45	43	87	46	112	92	173	89
Ocstamp	582	493	273	443	70	66	91	106	51	50	1	3	14	24	360	272	99	77	385	261
Slc13a3	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	1	0
Trp53rka	272	267	235	253	282	270	146	167	152	153	198	184	330	373	349	286	499	286	466	302
Slc2a10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eya2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmynd8	1921	2161	616	503	1335	1370	1097	1387	293	250	711	631	1850	1746	3854	1955	953	784	3281	1860
Ncoa3	4455	4208	1989	1693	1712	1782	3577	4799	1919	1575	2330	2113	2638	2426	9208	3710	3627	2285	10597	4779
Sulf2	2083	2250	1143	1636	236	358	1364	1869	840	1327	158	186	327	360	4954	2724	426	279	4127	2241
Gm11468	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1
5031425F14Rik	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Prex1	3929	3510	2388	2365	4968	6067	1620	2351	1250	1449	1649	1666	6369	6077	5923	2809	8360	4743	6791	3508
Mir6364	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	2	0	1	0
Trp53rkb	83	68	73	70	96	149	72	67	55	58	95	103	112	111	99	103	228	108	158	107
Arfgef2	1513	1766	673	1006	1220	1312	1010	1283	587	733	933	721	1522	1269	2797	1193	1639	1095	3223	1695
Cse1l	4223	5083	3047	4109	4570	3816	3257	3612	2949	2981	3205	2334	4383	5925	6688	4394	4246	4250	8062	4581
Stau1	1134	1255	713	895	884	1008	826	1076	727	706	943	772	1288	1528	2872	1630	1547	1286	2253	1141
Ddx27	2063	2258	1593	2076	1658	1937	1081	1345	1289	1367	1285	1194	2774	2649	3912	2421	2502	1581	4034	2879
Znfx1	2964	2476	2602	1385	4068	4668	1623	2147	2723	1541	8251	6892	5180	5597	3989	1985	27120	16629	4700	2165
1500012F01Rik	268	490	242	313	347	383	229	309	270	187	456	412	402	295	484	181	1385	765	929	745
Snord12	7	18	10	15	11	22	0	7	10	12	12	13	10	2	22	0	24	6	25	4
Kcnb1	22	16	6	5	12	4	5	6	0	1	2	2	6	7	19	7	2	5	13	1
Ptgis	271	203	183	171	34	27	197	326	173	271	8	18	15	15	308	358	32	20	327	231
B4galt5	1062	953	1642	1429	2035	2308	542	599	1148	951	988	922	2468	3214	1485	951	8762	6666	1905	1346
Slc9a8	570	796	586	930	759	935	450	606	701	701	639	525	1464	1203	1217	575	2918	1733	1606	799
Spata2	657	685	508	582	719	733	388	539	524	556	472	418	841	997	1151	773	2009	1422	1427	900
Rnf114	1680	1562	1580	1549	2449	2505	1245	1580	1852	1466	3017	2378	4274	4729	3124	1937	11320	7846	4164	2117
Snai1	9	11	55	45	277	340	5	6	20	45	33	34	241	396	53	24	1211	704	27	14
Ube2v1	1334	1222	844	1039	1045	1157	734	889	692	674	983	770	1338	1740	1671	1481	1842	1232	2166	1569
Tmem189	1366	1411	749	740	971	1116	882	1153	495	492	711	631	1338	1313	2325	1489	2830	1581	4144	2376
Cebpb	22	26	13	19	116	206	38	41	20	16	79	99	153	316	107	157	1314	998	200	235
A530013C23Rik	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn1	1565	1449	1058	1151	4111	4649	879	1128	775	765	1057	954	3165	4513	2602	1982	11705	10033	2913	2024
Fam65c	0	1	0	0	15	20	0	0	0	0	0	1	13	10	0	0	59	18	0	0
Pard6b	170	203	75	119	124	144	78	107	38	50	59	53	108	151	281	129	214	133	243	150
E130018N17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adnp	34	41	22	24	20	32	24	30	24	40	27	26	35	65	84	112	74	66	211	106
Dpm1-adnp	0	0	1	0	1	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0
Dpm1	12	11	7	9	9	11	17	12	3	4	12	5	14	11	16	9	14	9	47	13
Mocs3	125	110	110	87	122	214	84	103	90	75	121	139	213	333	256	261	451	251	403	244
Kcng1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfatc2	3940	3841	1572	1357	781	899	2683	3481	1179	964	1048	941	917	1169	8031	3660	495	354	7177	3628
Atp9a	1	1	0	0	1	0	1	0	0	0	0	2	0	0	0	1	3	0	6	1
Mir7004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sall4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp64	369	355	186	199	204	271	184	246	91	80	132	139	276	260	673	354	416	265	924	515
1700017J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshz2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY702102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A630075F10Rik	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0
Zfp217	1907	2132	2132	1924	2728	2990	1408	1692	2314	2069	1830	1495	2597	2890	2849	1487	7220	5447	4184	2290
Bcas1	1	0	0	0	1	0	7	8	3	2	9	2	0	1	2	2	5	5	12	4
Bcas1os2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp24a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfdn4	499	483	368	382	584	467	310	397	334	302	549	353	512	804	835	741	662	675	1066	721
Gm16796	1	2	4	2	2	3	0	1	3	5	0	3	0	1	1	1	2	1	0	1
4930470P17Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbln4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mc3r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam210b	70	57	40	33	46	32	44	57	43	47	30	25	68	86	140	101	119	114	173	96
Aurka	1944	1679	1253	949	1512	1491	1280	1445	1008	854	1361	1001	2375	3011	2205	1795	3003	1883	3300	2012
Cstf1	1035	1007	699	726	933	909	576	677	586	607	773	658	1322	1541	1191	940	1401	949	1581	953
Cass4	394	281	270	201	17	14	454	615	620	798	133	89	35	37	853	458	13	4	725	383
Rtfdc1	1946	1886	1470	1833	1141	1316	1438	1868	1714	1824	1487	1284	2291	2886	4393	3212	2911	2183	5394	3437
Gcnt7	6	13	3	13	16	2	4	5	3	8	9	8	6	1	12	0	2	0	9	2
Fam209	4	6	7	3	2	2	0	5	4	2	2	2	2	4	3	0	5	0	9	5
Tfap2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spo11	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	1	0
Rae1	1356	1351	679	796	991	937	817	982	514	549	857	696	1321	1529	2145	1438	1497	1012	2587	1420
Rbm38	995	860	252	422	322	428	617	719	181	269	325	336	440	558	1950	1339	498	358	2341	1317
Ctcfl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctcflos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pck1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbp1	102	68	118	57	620	556	92	157	164	106	2089	1550	1517	2236	230	147	5597	4315	107	64
Pmepa1	632	663	631	860	176	321	517	607	613	710	645	599	781	1251	4305	2162	2640	2180	6121	3188
1700021F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp4r1l-ps	16	64	28	33	33	29	29	47	21	16	33	25	35	19	30	10	49	18	47	11
Rab22a	753	666	564	546	554	509	407	432	506	435	443	353	582	714	924	550	1730	1216	1430	881
Mir6340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010B08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vapb	1222	1313	914	1194	1010	1088	899	1017	730	784	834	678	1476	1717	2684	1789	1991	1449	4158	2716
Stx16	700	1067	549	612	915	954	661	848	389	423	1102	809	1200	845	1337	388	2520	1351	1594	669
Npepl1	1035	1273	869	1053	656	810	862	1082	695	882	455	391	934	911	2080	1454	1097	536	2559	1455
Gm10714	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Mir296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nespas	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Gnas	9290	8250	8297	9141	7049	7695	5509	6670	7067	7232	6061	5310	12871	21848	16887	19518	15162	17709	16423	16171
Nelfcd	943	995	493	736	690	742	676	845	502	630	541	490	1089	1033	1823	1123	1075	530	1837	1078
